ID,Gender,Age,Customer_Type,Type_of_Travel,Class,Flight_Distance,Departure_Delay,Arrival_Delay,Rating
8159,Female,23,Returning,Business,Business,3956,22,26,1
8160,Male,62,Returning,Business,Business,530,0,0,2
8161,Male,48,Returning,Business,Business,1981,0,0,5
8162,Female,45,Returning,Business,Business,335,0,0,2
8163,Female,21,Returning,Business,Business,2497,0,0,2
8164,Male,43,Returning,Business,Business,2019,0,1,4
8165,Female,60,Returning,Business,Business,125,0,0,4
8166,Female,31,Returning,Business,Business,2110,0,0,2
8167,Female,23,Returning,Business,Business,3472,0,0,4
8168,Male,16,Returning,Business,Business,2685,0,0,4
8169,Male,17,First-time,Business,Economy,402,0,0,0
8170,Female,55,Returning,Business,Business,2383,0,0,2
8171,Male,53,Returning,Business,Business,3626,0,0,3
8172,Male,44,Returning,Business,Business,3790,0,0,5
8173,Female,56,Returning,Business,Business,125,0,1,2
8174,Male,69,Returning,Business,Business,125,0,0,2
8175,Female,22,First-time,Business,Business,294,0,0,0
8176,Male,46,Returning,Business,Business,402,0,0,3
8177,Male,49,Returning,Business,Economy,125,0,0,4
8178,Male,42,Returning,Business,Business,125,192,185,1
8179,Male,60,Returning,Business,Business,1512,12,1,3
8180,Female,56,Returning,Business,Economy,125,0,0,5
8181,Female,30,Returning,Business,Business,402,0,0,2
8182,Male,19,Returning,Business,Economy,335,0,6,4
8183,Male,36,Returning,Business,Economy,294,0,0,1
8184,Female,20,First-time,Business,Economy,335,0,0,2
8185,Female,58,First-time,Business,Economy,402,0,0,1
8186,Male,22,First-time,Business,Economy,335,0,0,2
8187,Female,48,Returning,Business,Business,2225,0,0,1
8188,Male,32,Returning,Business,Business,335,0,4,2
8189,Male,47,Returning,Business,Business,3259,0,0,2
8190,Female,50,Returning,Business,Business,3359,0,0,1
8191,Female,23,First-time,Business,Economy,125,0,0,3
8192,Male,20,First-time,Business,Economy,335,0,0,3
8193,Female,71,Returning,Business,Business,125,0,0,4
8194,Male,43,Returning,Business,Business,125,0,0,2
8195,Female,54,Returning,Business,Business,335,0,0,2
8196,Male,39,Returning,Business,Business,402,4,0,2
8197,Female,54,Returning,Business,Economy,125,1,0,2
8198,Male,38,Returning,Business,Economy,335,43,45,4
8199,Male,37,First-time,Business,Economy,335,1,2,3
8200,Male,54,Returning,Business,Business,3460,0,0,5
8201,Female,58,Returning,Business,Business,3004,6,9,5
8202,Female,75,First-time,Business,Economy,294,1,0,0
8203,Female,25,First-time,Business,Economy,335,0,0,3
8204,Male,48,Returning,Business,Economy,402,0,6,3
8205,Female,41,Returning,Business,Business,130,0,5,3
8206,Male,42,Returning,Business,Business,2244,7,12,5
8207,Female,38,First-time,Business,Economy,335,0,0,3
8208,Male,58,Returning,Business,Business,294,0,2,4
8209,Female,34,First-time,Business,Economy,530,0,3,2
8210,Male,28,First-time,Business,Economy,125,0,0,4
8211,Male,35,Returning,Business,Economy,530,0,10,1
8212,Female,22,First-time,Business,Economy,335,87,91,2
8213,Female,50,null,Business,Economy,125,0,0,3
8214,Female,40,Returning,Business,Economy,130,0,0,3
8215,Female,42,Returning,Business,Business,335,0,0,3
8216,Female,39,Returning,Business,Economy,402,0,0,3
8217,Female,38,Returning,Business,Business,294,2,0,3
8218,Female,12,Returning,Personal,Economy,125,4,4,5
8219,Female,20,Returning,Personal,Economy,402,0,0,5
8220,Female,63,Returning,Personal,Economy,335,21,20,4
8221,Male,54,Returning,Personal,Economy,335,0,0,4
8222,Male,20,Returning,Personal,Economy,402,0,0,4
8223,Female,44,Returning,Personal,Economy,402,0,0,4
8224,Female,19,Returning,Personal,Economy,335,0,14,3
8225,Female,20,Returning,Personal,Economy,335,0,0,4
8226,Female,48,Returning,Personal,Economy,402,0,0,5
8227,Female,51,Returning,Personal,Economy,402,0,0,4
8228,Male,21,Returning,Personal,Economy,294,0,0,5
8229,Male,39,Returning,Personal,Economy,294,0,0,5
8230,Female,36,Returning,Personal,Economy,125,0,0,4
8231,Female,60,Returning,Personal,Economy,125,0,0,3
8232,Female,48,Returning,Personal,Economy,402,6,5,5
8233,Male,24,Returning,Personal,Economy,125,0,0,4
8234,Male,22,Returning,Personal,Economy,530,0,0,4
8235,Female,40,Returning,Personal,Economy,530,0,0,5
8236,Male,32,Returning,Personal,Economy,335,0,0,5
8237,Male,61,Returning,Personal,Economy,530,0,0,2
8238,Male,64,Returning,Personal,Economy,125,0,0,4
8239,Female,44,Returning,Personal,Economy,125,0,0,3
8240,Male,20,Returning,Personal,Economy,125,0,0,2
8241,Female,62,Returning,Personal,Economy,402,0,0,4
8242,Male,17,Returning,Personal,Economy,294,10,9,5
8243,Male,33,First-time,Personal,Economy,335,0,0,4
8244,Male,10,Returning,Personal,Economy,125,6,9,5
8245,Male,48,Returning,Personal,Economy,335,0,0,1
8246,Male,52,Returning,Personal,Economy,335,8,9,5
8247,Female,17,Returning,Personal,Economy,402,16,21,3
8248,Male,60,Returning,Personal,Economy,294,0,4,4
8249,Male,24,Returning,Personal,Economy,530,0,0,4
8250,Male,39,Returning,Personal,Economy,125,0,0,3
8251,Male,10,Returning,Personal,Economy,402,21,19,4
8252,Male,8,Returning,Personal,Economy,402,0,0,4
8253,Female,11,Returning,Personal,Economy,335,18,22,5
8254,Male,52,Returning,Personal,Economy,530,0,0,5
8255,Female,51,Returning,Personal,Economy,125,0,0,4
8256,Male,11,Returning,Personal,Economy,335,0,0,5
8257,Female,48,Returning,Personal,Economy,125,0,0,5
8258,Female,34,Returning,Personal,Economy,294,0,0,4
8259,Female,49,Returning,Personal,Economy,402,0,0,5
8260,Female,35,Returning,Personal,Economy,530,0,0,3
8261,Female,66,Returning,Personal,Economy,335,0,0,1
8262,Male,60,Returning,Personal,Economy,335,0,0,5
8263,Female,60,Returning,Personal,Economy,125,0,0,4
8264,Male,7,Returning,Personal,Economy,125,226,222,3
8265,Male,42,Returning,Personal,Economy,402,0,16,4
8266,Female,53,Returning,Personal,Economy,335,0,0,5
8267,Male,27,First-time,Personal,Economy,335,0,0,5
8268,Female,37,Returning,Personal,Economy,402,0,0,5
8269,Female,64,Returning,Personal,Economy,125,0,0,4
8270,Female,56,Returning,Personal,Economy,125,0,0,1
8271,Male,11,Returning,Personal,Economy,294,0,0,4
8272,Female,50,Returning,Personal,Economy,335,0,0,5
8273,Male,41,null,Personal,Economy,335,0,0,5
8274,Male,25,Returning,Personal,Economy,335,0,0,4
8275,Female,43,Returning,Personal,Economy,125,0,0,4
8276,Female,69,Returning,Personal,Economy,294,10,3,5
8277,Female,45,Returning,Personal,Economy,335,0,0,5
8278,Female,33,Returning,Personal,Economy,530,8,6,5
8279,Female,10,Returning,Personal,Economy,125,17,null,4
8280,Female,44,Returning,Personal,Economy,335,21,10,2
8281,Male,56,Returning,Personal,Economy,335,0,0,4
8282,Male,62,Returning,Personal,Economy,294,0,0,5
8283,Female,56,Returning,Personal,Economy,294,0,0,4
8284,Male,25,Returning,Personal,Economy,530,0,0,1
8285,Male,36,Returning,Personal,Economy,402,0,3,5
8286,Female,38,Returning,Personal,Economy,125,0,0,2
8287,Male,49,Returning,Personal,Economy,125,58,45,5
8288,Male,60,Returning,Personal,Economy,294,0,0,4
8289,Male,66,Returning,Personal,Economy,294,0,0,5
8290,Female,51,Returning,Personal,Economy,402,0,0,2
8291,Male,52,Returning,Personal,Economy,530,0,0,4
8292,Female,9,Returning,Personal,Economy,125,0,0,5
8293,Female,67,Returning,Personal,Economy,335,0,0,5
8294,Female,26,Returning,Personal,Economy,335,0,0,4
8295,Male,56,Returning,Personal,Economy,125,0,0,4
8296,Female,54,Returning,Business,Business,335,0,0,5
8297,Female,25,First-time,Business,Business,530,2,3,0
8298,Male,44,Returning,Business,Business,2408,0,2,5
8299,Male,37,First-time,Business,Business,294,0,0,5
8300,Female,35,Returning,Business,Business,2063,0,0,2
8301,Male,51,Returning,Business,Business,2462,0,0,5
8302,Female,44,Returning,Business,Business,3535,0,0,2
8303,Female,21,First-time,Business,Economy,402,0,0,2
8304,Male,42,Returning,Business,Business,3592,0,0,3
8305,Female,37,First-time,Business,Business,125,0,0,5
8306,Female,51,Returning,Business,Business,3596,0,0,1
8307,Male,54,Returning,Business,Economy Plus,530,0,11,3
8308,Female,50,Returning,Business,Business,2148,16,5,4
8309,Female,24,First-time,Business,Economy Plus,530,21,32,4
8310,Female,36,First-time,Business,Economy Plus,402,15,10,3
8311,Male,64,Returning,Business,Economy Plus,125,0,0,2
8312,Female,39,Returning,Business,Economy Plus,335,0,0,2
8313,Male,29,Returning,Business,Economy Plus,335,0,0,5
8314,Female,48,Returning,Business,Business,3489,0,0,5
8315,Female,37,Returning,Business,Economy Plus,294,0,0,4
8316,Female,47,Returning,Business,Economy Plus,125,118,111,4
8317,Female,52,Returning,Business,Economy Plus,335,0,0,5
8318,Female,8,Returning,Personal,Economy Plus,125,0,0,1
8319,Female,8,Returning,Personal,Economy Plus,335,18,21,4
8320,Female,25,Returning,Personal,Economy Plus,125,0,0,3
8321,Female,70,Returning,Personal,Economy Plus,294,0,0,4
8322,Female,53,Returning,Personal,Economy Plus,402,0,6,4
8323,Female,47,Returning,Personal,Economy Plus,294,7,9,4
8324,Female,31,Returning,Personal,Economy Plus,125,0,0,1
8325,Female,41,Returning,Personal,Economy Plus,335,0,0,5
8326,Male,7,Returning,Personal,Economy Plus,402,0,0,5
8327,Male,32,Returning,Business,Business,661,101,108,2
8328,Female,13,First-time,Business,Economy,661,0,0,0
8329,Male,45,Returning,Business,Business,2141,0,0,3
8330,Male,32,Returning,Business,Business,661,8,6,3
8331,Female,50,Returning,Business,Business,3781,15,3,4
8332,Male,51,Returning,Business,Business,2690,0,0,5
8333,Female,30,First-time,Business,Economy,661,0,7,1
8334,Female,26,Returning,Business,Business,661,43,38,3
8335,Male,45,Returning,Business,Business,661,0,0,2
8336,Male,43,Returning,Business,Business,1815,0,0,3
8337,Male,39,Returning,Business,Business,3653,25,23,2
8338,Female,15,Returning,Business,Business,661,0,0,2
8339,Female,41,Returning,Business,Business,2812,0,0,3
8340,Female,25,First-time,Business,Business,661,0,0,4
8341,Female,28,Returning,Personal,Economy,661,0,0,1
8342,Female,20,Returning,Personal,Economy,661,48,36,1
8343,Male,72,Returning,Business,Business,661,0,1,4
8344,Male,36,Returning,Personal,Economy Plus,661,0,0,2
8345,Male,47,Returning,Business,Business,2187,933,920,5
8346,Female,50,Returning,Business,Business,3175,0,0,4
8347,Female,57,Returning,Business,Business,3755,0,21,4
8348,Female,9,First-time,Business,Economy,783,0,0,1
8349,Male,25,First-time,Business,Economy,383,6,1,2
8350,Male,46,Returning,Personal,Economy,783,0,0,4
8351,Female,26,Returning,Personal,Economy,783,0,0,5
8352,Male,19,Returning,Personal,Economy,783,16,18,5
8353,Female,26,Returning,Personal,Economy,783,0,0,4
8354,Female,37,Returning,Personal,Economy,783,0,0,1
8355,Female,39,Returning,Business,Business,3254,0,0,5
8356,Male,53,Returning,Business,Business,2777,34,40,2
8357,Male,23,First-time,Business,Business,701,0,0,0
8358,Male,54,Returning,Business,Business,1741,0,0,1
8359,Male,32,Returning,Personal,Business,701,0,0,4
8360,Female,46,Returning,Business,Business,1525,20,17,1
8361,Female,32,First-time,Business,Business,674,0,0,3
8362,Female,52,Returning,Business,Business,722,0,4,5
8363,Male,55,Returning,Business,Business,2942,0,0,5
8364,Female,39,Returning,Business,Business,2001,27,19,2
8365,Male,59,Returning,Business,Business,2963,0,0,4
8366,Female,43,Returning,Business,Business,773,0,0,1
8367,Female,20,First-time,Business,Economy,674,40,29,2
8368,Female,45,Returning,Business,Business,722,0,0,3
8369,Male,48,First-time,Business,Economy,773,0,0,1
8370,Male,43,Returning,Business,Business,773,15,18,4
8371,Male,46,Returning,Business,Business,701,0,7,3
8372,Female,49,Returning,Business,Business,674,0,0,1
8373,Female,26,First-time,Business,Economy,773,0,0,4
8374,Male,29,First-time,Business,Economy,701,25,35,3
8375,Male,38,Returning,Business,Business,3403,0,0,1
8376,Female,30,First-time,Business,Economy,701,23,47,3
8377,Male,42,Returning,Business,Economy,773,0,0,2
8378,Female,17,Returning,Business,Business,3170,16,0,5
8379,Male,56,Returning,Business,Economy,773,21,27,5
8380,Male,22,Returning,Business,Business,1522,0,0,2
8381,Male,32,Returning,Personal,Economy,773,0,8,5
8382,Male,61,Returning,Personal,Economy,701,0,5,4
8383,Male,19,Returning,Personal,Economy,773,0,0,5
8384,Male,46,Returning,Personal,Economy,773,36,48,4
8385,Male,44,Returning,Personal,Economy,701,0,0,4
8386,Female,42,Returning,Business,Business,3982,0,1,1
8387,Male,44,Returning,Business,Business,2745,0,0,4
8388,Female,68,Returning,Personal,Economy Plus,701,14,26,4
8389,Male,19,Returning,Personal,Economy Plus,722,0,0,3
8390,Male,41,Returning,Business,Business,3298,0,0,4
8391,Male,41,Returning,Business,Business,888,14,0,2
8392,Male,25,null,Business,Business,888,5,9,4
8393,Male,25,First-time,Business,Business,888,1,0,0
8394,Male,17,Returning,Business,Economy,888,0,0,3
8395,Male,26,Returning,Business,Economy,888,0,4,3
8396,Male,36,Returning,Business,Business,488,73,62,5
8397,Female,26,Returning,Personal,Economy,888,36,35,5
8398,Female,43,Returning,Personal,Economy,888,0,0,1
8399,Male,16,Returning,Personal,Economy,888,0,43,1
8400,Male,62,First-time,Personal,Economy,888,0,0,3
8401,Female,52,Returning,Business,Business,888,0,0,4
8402,Female,48,First-time,Business,Business,737,72,54,3
8403,Female,22,Returning,Business,Business,862,91,89,2
8404,Male,47,First-time,Business,Business,862,6,0,2
8405,Male,25,Returning,Business,Business,2829,23,24,3
8406,Male,39,First-time,Business,Business,862,171,167,5
8407,Male,48,Returning,Business,Business,2278,70,85,5
8408,Female,54,First-time,Business,Business,862,84,103,2
8409,Male,22,Returning,Business,Business,3485,48,39,2
8410,Male,59,null,Business,Business,2726,0,4,1
8411,Female,44,Returning,Business,Business,862,0,44,5
8412,Female,60,Returning,Business,Business,2149,0,0,2
8413,Male,41,Returning,Business,Business,862,0,0,5
8414,Female,49,Returning,Business,Business,862,9,25,3
8415,Male,45,Returning,Business,Business,1622,1,0,4
8416,Female,46,First-time,Business,Economy,862,29,44,1
8417,Male,7,null,Business,Economy,862,0,9,3
8418,Male,35,Returning,Business,Economy,862,1,0,4
8419,Male,16,Returning,Business,Business,862,0,0,0
8420,Female,24,Returning,Business,Business,862,129,140,3
8421,Female,48,Returning,Business,Economy,862,0,0,2
8422,Male,60,null,Business,Business,2589,0,3,1
8423,Female,43,Returning,Business,Business,3150,0,0,3
8424,Female,54,Returning,Business,Business,862,0,0,3
8425,Male,60,Returning,Business,Business,737,5,0,1
8426,Female,38,Returning,Business,Business,2173,10,0,1
8427,Male,36,First-time,Business,Economy,462,0,1,3
8428,Female,37,First-time,Business,Economy,462,3,8,2
8429,Male,37,First-time,Business,Economy,462,0,17,2
8430,Male,32,null,Personal,Economy,862,72,89,5
8431,Female,47,Returning,Personal,Economy,862,0,0,5
8432,Female,29,Returning,Personal,Economy,862,42,43,1
8433,Female,12,Returning,Personal,Economy,737,3,1,5
8434,Female,37,Returning,Personal,Economy,862,0,0,5
8435,Male,29,Returning,Personal,Economy,862,12,58,5
8436,Female,28,Returning,Business,Economy Plus,862,184,173,2
8437,Male,47,Returning,Business,Economy Plus,737,37,20,5
8438,Female,21,First-time,Business,Economy Plus,862,10,2,1
8439,Male,41,Returning,Business,Business,1881,59,66,5
8440,Male,22,First-time,Business,Business,590,2,0,0
8441,Female,40,Returning,Business,Business,590,0,0,3
8442,Male,63,Returning,Business,Business,2288,15,7,2
8443,Female,19,Returning,Business,Economy,590,0,0,5
8444,Male,32,Returning,Personal,Economy,590,0,0,4
8445,Male,41,Returning,Personal,Economy,590,1,13,3
8446,Female,69,Returning,Personal,Economy Plus,590,0,0,4
8447,Female,43,Returning,Business,Business,979,0,0,1
8448,Male,70,Returning,Personal,Business,1379,0,14,5
8449,Male,21,First-time,Business,Business,1379,28,28,0
8450,Male,20,First-time,Business,Economy,1379,49,49,4
8451,Male,56,Returning,Business,Economy,1379,0,0,3
8452,Female,39,Returning,Business,Business,1379,11,0,4
8453,Female,41,Returning,Business,Business,1379,93,93,4
8454,Female,52,Returning,Business,Economy,1379,69,47,5
8455,Female,39,First-time,Business,Business,1379,0,0,2
8456,Male,60,Returning,Business,Business,1379,35,28,5
8457,Female,42,Returning,Business,Business,1379,48,49,2
8458,Female,65,Returning,Business,Business,979,0,0,3
8459,Male,35,null,Business,Business,1379,6,0,3
8460,Female,41,Returning,Business,Economy,979,25,4,2
8461,Male,60,Returning,Personal,Economy,1379,0,0,4
8462,Female,61,Returning,Personal,Economy,1379,71,58,4
8463,Female,13,Returning,Personal,Economy,1379,0,0,5
8464,Female,34,Returning,Personal,Economy,1379,2,0,3
8465,Female,34,Returning,Personal,Economy,1379,17,1,4
8466,Female,11,Returning,Personal,Economy,1379,6,8,1
8467,Male,53,Returning,Business,Business,1379,14,5,2
8468,Male,47,Returning,Business,Business,1187,0,0,4
8469,Male,47,null,Business,Business,1187,0,0,4
8470,Female,37,Returning,Personal,Business,1187,0,2,4
8471,Male,36,Returning,Personal,Business,1187,0,0,5
8472,Male,54,Returning,Business,Business,2784,1,0,3
8473,Female,49,Returning,Business,Business,1187,33,40,1
8474,Male,48,Returning,Business,Business,2864,0,0,2
8475,Female,9,First-time,Business,Economy,1187,0,0,4
8476,Male,65,Returning,Business,Economy,1187,25,18,2
8477,Male,24,Returning,Business,Business,1187,0,0,1
8478,Female,45,Returning,Business,Business,2084,19,22,5
8479,Female,20,Returning,Personal,Economy,1187,0,0,4
8480,Male,9,Returning,Personal,Economy,1187,12,18,5
8481,Female,14,Returning,Personal,Economy,1187,0,0,4
8482,Female,43,Returning,Personal,Economy,1187,2,12,4
8483,Female,42,Returning,Personal,Economy Plus,1187,1,4,1
8484,Male,60,Returning,Business,Business,677,174,172,1
8485,Male,31,Returning,Business,Business,677,0,0,5
8486,Female,44,Returning,Business,Business,3390,0,0,2
8487,Male,50,Returning,Business,Business,2370,0,4,2
8488,Male,22,Returning,Business,Economy,677,28,31,2
8489,Male,31,Returning,Business,Business,677,0,0,1
8490,Female,38,Returning,Business,Economy,677,19,10,1
8491,Male,28,First-time,Business,Economy,677,43,36,2
8492,Female,68,Returning,Personal,Economy,677,0,0,3
8493,Female,59,Returning,Personal,Economy Plus,677,22,29,5
8494,Female,57,Returning,Business,Business,3535,0,0,5
8495,Female,57,Returning,Business,Business,862,52,35,2
8496,Male,10,First-time,Business,Economy,862,0,0,1
8497,Female,55,Returning,Personal,Business,737,0,0,5
8498,Male,59,Returning,Personal,Business,862,0,0,5
8499,Male,49,Returning,Business,Business,1696,28,14,4
8500,Male,48,Returning,Business,Business,3522,34,9,2
8501,Male,42,Returning,Business,Business,2643,0,0,3
8502,Male,23,First-time,Business,Business,737,0,0,4
8503,Female,38,Returning,Business,Business,862,25,27,2
8504,Female,44,Returning,Business,Business,737,14,2,4
8505,Female,48,Returning,Business,Business,3628,2,0,5
8506,Male,34,null,Business,Business,862,63,53,3
8507,Male,57,Returning,Business,Business,737,12,null,4
8508,Female,47,Returning,Business,Business,737,0,0,1
8509,Male,31,Returning,Business,Business,862,88,79,5
8510,Male,37,Returning,Business,Business,1923,21,16,4
8511,Male,38,First-time,Business,Economy,862,29,3,2
8512,Female,40,Returning,Business,Economy,862,52,54,5
8513,Male,51,Returning,Business,Business,862,25,10,4
8514,Female,44,Returning,Business,Economy,462,0,2,5
8515,Female,37,First-time,Business,Economy,462,4,10,0
8516,Female,24,First-time,Business,Economy,462,83,61,1
8517,Female,26,Returning,Personal,Economy,862,0,4,4
8518,Female,45,First-time,Personal,Economy,737,0,0,2
8519,Female,16,Returning,Personal,Economy,862,21,10,4
8520,Female,70,Returning,Personal,Economy,862,0,0,4
8521,Female,69,Returning,Personal,Economy,862,0,0,3
8522,Male,70,Returning,Personal,Economy,737,0,null,5
8523,Female,12,Returning,Personal,Economy,737,0,null,5
8524,Male,65,Returning,Personal,Economy,862,0,4,4
8525,Male,23,Returning,Personal,Economy,862,0,0,4
8526,Female,8,Returning,Personal,Economy,862,0,14,5
8527,Female,41,Returning,Personal,Economy,862,7,12,4
8528,Female,19,Returning,Personal,Economy,862,1,0,4
8529,Female,15,Returning,Personal,Economy,862,0,1,5
8530,Female,56,Returning,Business,Business,3408,93,92,4
8531,Female,52,Returning,Business,Business,862,34,30,1
8532,Female,48,Returning,Personal,Economy Plus,862,0,0,4
8533,Female,22,Returning,Personal,Economy Plus,862,7,6,4
8534,Male,51,Returning,Personal,Economy Plus,862,78,70,5
8535,Female,51,Returning,Business,Business,109,122,121,5
8536,Female,55,Returning,Business,Business,109,0,10,4
8537,Female,29,First-time,Business,Business,109,3,2,3
8538,Male,27,First-time,Business,Business,109,0,0,3
8539,Male,59,Returning,Business,Business,3418,0,0,5
8540,Male,60,Returning,Business,Business,308,0,0,1
8541,Female,43,Returning,Business,Business,3136,60,53,3
8542,Female,38,Returning,Business,Business,3461,45,36,4
8543,Male,56,Returning,Business,Business,109,0,17,4
8544,Male,56,Returning,Business,Business,109,0,0,3
8545,Male,22,First-time,Business,Business,109,3,7,0
8546,Male,42,Returning,Business,Business,109,9,8,5
8547,Female,42,Returning,Business,Business,3156,20,20,3
8548,Male,44,Returning,Business,Business,2982,2,17,3
8549,Male,27,First-time,Business,Business,109,58,38,4
8550,Male,41,Returning,Business,Business,2665,7,8,2
8551,Male,39,First-time,Business,Business,109,0,0,2
8552,Male,53,Returning,Business,Business,2269,0,0,2
8553,Male,44,Returning,Business,Business,2784,4,6,1
8554,Male,32,Returning,Business,Business,3457,111,115,4
8555,Male,56,Returning,Business,Business,109,0,0,1
8556,Female,34,Returning,Business,Business,109,0,3,1
8557,Male,48,Returning,Business,Business,308,48,37,5
8558,Female,30,Returning,Business,Business,2657,8,7,5
8559,Male,58,Returning,Business,Business,1824,0,0,3
8560,Female,41,Returning,Business,Business,109,0,3,5
8561,Female,41,Returning,Business,Business,2999,0,0,4
8562,Female,37,Returning,Business,Business,109,0,0,3
8563,Female,58,Returning,Business,Business,109,0,0,1
8564,Female,41,Returning,Business,Business,109,0,0,3
8565,Female,53,Returning,Business,Business,1732,30,43,3
8566,Female,25,First-time,Business,Economy,109,3,8,2
8567,Female,61,First-time,Business,Business,308,0,0,4
8568,Male,55,null,Business,Business,109,0,0,4
8569,Male,39,Returning,Business,Business,2455,5,6,5
8570,Male,47,Returning,Business,Business,1948,0,0,3
8571,Male,50,Returning,Business,Business,1985,0,0,4
8572,Female,23,First-time,Business,Economy,109,0,0,4
8573,Male,43,First-time,Business,Economy,109,0,0,1
8574,Male,75,Returning,Business,Business,109,6,2,1
8575,Female,55,First-time,Business,Economy,109,0,0,2
8576,Female,26,First-time,Business,Economy,109,0,0,1
8577,Female,35,First-time,Business,Economy,109,75,85,0
8578,Male,51,Returning,Business,Business,2366,0,0,5
8579,Male,46,Returning,Business,Economy,308,179,166,0
8580,Female,37,Returning,Business,Economy,109,0,0,1
8581,Male,85,Returning,Business,Business,1904,14,7,2
8582,Female,19,Returning,Business,Business,109,0,13,1
8583,Female,49,Returning,Personal,Economy,109,148,142,3
8584,Female,30,Returning,Personal,Economy,308,0,0,4
8585,Female,58,Returning,Personal,Economy,109,0,0,4
8586,Male,31,Returning,Personal,Economy,308,0,0,3
8587,Male,19,Returning,Personal,Economy,109,51,51,5
8588,Female,22,Returning,Personal,Economy,109,24,26,4
8589,Female,55,Returning,Personal,Economy,109,0,0,5
8590,Female,35,null,Personal,Economy,109,0,0,2
8591,Female,50,Returning,Personal,Economy,109,0,0,4
8592,Female,20,Returning,Personal,Economy,109,3,8,3
8593,Female,12,Returning,Personal,Economy,109,7,0,4
8594,Male,57,Returning,Personal,Economy,109,0,1,5
8595,Male,42,Returning,Personal,Economy,308,47,55,2
8596,Female,35,Returning,Business,Business,109,0,0,1
8597,Female,50,Returning,Business,Economy Plus,109,0,0,4
8598,Female,37,Returning,Business,Economy Plus,109,0,0,1
8599,Male,35,Returning,Business,Economy Plus,109,0,0,5
8600,Female,44,Returning,Business,Business,3918,0,0,4
8601,Female,33,Returning,Business,Business,109,5,2,3
8602,Male,55,Returning,Business,Business,2744,10,4,5
8603,Male,38,First-time,Business,Business,109,0,0,3
8604,Male,48,Returning,Business,Economy Plus,109,4,13,2
8605,Male,39,Returning,Personal,Economy Plus,109,0,8,4
8606,Male,37,Returning,Personal,Economy Plus,109,0,0,1
8607,Female,54,null,Personal,Economy Plus,109,0,0,5
8608,Male,45,Returning,Business,Business,1371,22,19,4
8609,Male,30,Returning,Personal,Business,1371,20,12,4
8610,Male,32,Returning,Business,Business,1371,20,44,3
8611,Male,25,First-time,Business,Economy,1371,0,4,4
8612,Female,45,Returning,Business,Business,1371,0,0,3
8613,Female,15,First-time,Business,Economy,1371,0,0,1
8614,Male,39,Returning,Personal,Economy,1371,0,0,5
8615,Male,45,Returning,Personal,Economy,1371,0,0,5
8616,Male,33,Returning,Personal,Economy,1371,0,0,5
8617,Female,57,Returning,Personal,Economy Plus,1371,0,0,3
8618,Female,44,Returning,Business,Business,1973,0,0,3
8619,Male,58,Returning,Business,Business,1863,9,12,0
8620,Male,50,Returning,Business,Business,280,9,21,2
8621,Male,23,First-time,Business,Economy,181,0,0,0
8622,Male,38,First-time,Business,Business,304,87,96,3
8623,Male,31,Returning,Business,Business,3252,19,29,1
8624,Female,39,First-time,Business,Business,280,0,0,3
8625,Female,56,Returning,Business,Business,2778,25,30,4
8626,Female,64,Returning,Business,Business,1652,0,0,2
8627,Male,41,Returning,Business,Business,1698,0,1,1
8628,Male,42,Returning,Business,Business,3893,129,143,5
8629,Female,39,First-time,Business,Business,280,0,0,3
8630,Male,25,Returning,Personal,Business,181,57,75,3
8631,Female,7,Returning,Personal,Business,181,0,0,1
8632,Female,34,First-time,Business,Business,280,22,31,1
8633,Female,26,null,Business,Business,227,0,0,4
8634,Male,58,Returning,Business,Business,280,13,23,0
8635,Male,47,Returning,Business,Business,227,0,3,5
8636,Male,23,First-time,Business,Economy,304,3,0,0
8637,Female,51,Returning,Business,Business,304,3,2,4
8638,Female,51,Returning,Business,Business,304,0,0,0
8639,Female,45,Returning,Business,Business,280,0,0,2
8640,Male,35,Returning,Business,Business,2108,2,0,4
8641,Female,44,Returning,Business,Business,280,5,3,5
8642,Male,39,Returning,Business,Business,3222,0,0,4
8643,Female,43,Returning,Business,Business,227,16,23,1
8644,Female,58,Returning,Business,Business,1944,0,0,2
8645,Female,39,Returning,Business,Business,2977,0,19,1
8646,Female,40,Returning,Business,Business,3707,17,11,2
8647,Male,57,Returning,Business,Business,3107,106,104,4
8648,Male,57,Returning,Business,Business,3428,0,0,4
8649,Male,41,Returning,Business,Business,304,0,0,0
8650,Male,27,First-time,Business,Economy,181,0,0,1
8651,Female,40,Returning,Business,Business,2758,0,0,3
8652,Male,27,First-time,Business,Business,227,0,0,2
8653,Female,32,First-time,Business,Business,227,0,0,1
8654,Male,51,Returning,Business,Business,2572,6,0,3
8655,Female,40,Returning,Business,Business,1745,0,0,4
8656,Female,40,Returning,Business,Business,280,16,31,4
8657,Male,48,Returning,Business,Business,3717,0,0,1
8658,Male,50,Returning,Business,Business,227,0,0,4
8659,Female,49,Returning,Business,Business,3825,0,3,4
8660,Female,40,First-time,Business,Business,304,0,0,1
8661,Female,48,Returning,Business,Business,2501,0,0,3
8662,Male,32,First-time,Business,Business,227,7,18,4
8663,Male,39,Returning,Business,Business,181,0,0,5
8664,Female,55,Returning,Business,Business,280,0,9,5
8665,Male,39,Returning,Business,Business,227,2,3,2
8666,Male,38,Returning,Business,Business,3382,5,12,1
8667,Male,57,First-time,Business,Business,227,0,0,5
8668,Male,22,First-time,Business,Economy,304,0,0,2
